clock_tick,station_id,route_id,platform_state
564,3,1,Empty
564,3,2,Empty
564,4,3,Empty
566,1,1,Empty
566,1,2,Empty
566,1,3,Empty
566,2,1,Empty
566,2,2,Empty
566,2,3,Empty
566,3,1,Empty
566,3,2,Departure
566,4,3,Empty
567,1,1,Empty
567,1,2,Empty
567,1,3,Empty
567,2,1,Empty
567,2,2,Empty
567,2,3,MovingPassengers
567,3,1,Empty
567,3,2,Empty
567,4,3,Empty
568,1,1,Empty
568,1,2,Empty
568,1,3,Empty
568,2,1,Empty
568,2,2,Empty
568,2,3,Departure
568,3,1,Empty
568,3,2,Empty
568,4,3,Empty
569,1,1,Empty
569,1,2,Empty
569,1,3,Empty
569,2,1,Empty
569,2,2,Empty
569,2,3,Empty
569,3,1,Empty
569,3,2,Empty
569,4,3,Empty
570,1,1,Empty
570,1,2,Empty
570,1,3,Empty
570,2,1,Empty
570,2,2,Empty
570,2,3,Empty
570,3,1,Empty
570,3,2,Empty
570,4,3,MovingPassengers
571,4,3,Departure
572,1,1,Empty
572,1,2,Empty
572,1,3,Empty
572,2,1,Empty
572,2,2,Empty
572,2,3,Empty
572,3,1,Empty
572,3,2,Empty
572,4,3,Empty
573,1,1,Empty
573,1,2,Empty
573,1,3,Empty
573,2,1,Empty
573,2,2,Empty
573,2,3,Empty
573,3,1,Empty
573,3,2,Empty
573,4,3,MovingPassengers
574,1,1,Empty
574,1,2,Empty
574,1,3,Empty
574,2,1,Empty
574,2,2,Empty
574,2,3,Empty
574,3,1,Empty
574,3,2,Empty
574,4,3,Departure
575,1,1,Empty
575,1,2,Empty
575,1,3,Empty
575,2,1,Empty
575,2,2,Empty
575,2,3,Empty
575,3,1,Empty
575,3,2,Empty
575,4,3,Empty
576,1,1,Empty
576,1,2,Empty
576,1,3,Empty
576,2,1,Empty
576,2,2,Empty
576,2,3,MovingPassengers
576,3,1,Empty
576,3,2,Empty
576,4,3,Empty
577,1,1,Empty
577,1,2,Empty
577,1,3,Empty
577,2,1,Empty
577,2,2,Empty
577,2,3,Departure
577,3,1,Empty
577,3,2,Empty
577,4,3,Empty
578,1,1,Empty
578,1,2,Empty
578,1,3,Empty
578,2,1,Empty
578,2,2,Empty
578,2,3,Empty
578,3,1,Empty
578,3,2,Empty
578,4,3,Empty
588,1,1,Empty
588,1,2,Empty
588,1,3,Empty
588,2,1,Empty
588,2,2,Empty
588,2,3,Empty
588,3,1,Empty
588,3,2,MovingPassengers
588,4,3,Empty
590,1,1,Empty
590,1,2,Empty
590,1,3,Empty
590,2,1,Empty
590,2,2,Empty
590,2,3,Empty
590,3,1,Empty
590,3,2,Empty
590,4,3,Empty
591,1,1,Empty
591,1,2,Empty
591,1,3,Empty
591,2,1,Empty
591,2,2,Empty
591,2,3,MovingPassengers
591,3,1,Empty
591,3,2,Empty
591,4,3,Empty
592,1,1,Empty
592,1,2,Empty
592,1,3,Empty
592,2,1,Empty
592,2,2,Empty
592,2,3,Departure
592,3,1,Empty
592,3,2,Empty
592,4,3,Empty
593,1,1,Empty
593,1,2,Empty
593,1,3,Empty
593,2,1,Empty
593,2,2,Empty
593,2,3,Empty
593,3,1,Empty
593,3,2,Empty
593,4,3,Empty
594,1,1,Empty
594,1,2,Empty
594,1,3,Empty
594,2,1,Empty
594,2,2,Empty
594,2,3,Empty
594,3,1,Empty
594,3,2,Empty
594,4,3,Empty
599,1,1,Empty
599,1,2,Empty
599,1,3,Empty
599,2,1,Departure
599,2,2,Empty
599,2,3,Empty
599,3,1,Empty
599,3,2,Empty
599,4,3,Empty
600,1,1,Empty
600,1,2,Empty
600,1,3,Empty
600,2,1,Empty
600,2,2,Empty
600,2,3,Empty
600,3,1,Empty
600,3,2,Empty
600,4,3,Empty
601,1,1,Empty
601,1,2,Empty
601,1,3,Empty
601,2,1,MovingPassengers
601,2,2,MovingPassengers
601,2,3,Empty
601,3,1,Empty
601,3,2,Empty
601,4,3,Empty
602,1,1,Empty
602,1,2,Empty
602,1,3,Empty
602,2,1,Departure
602,2,2,Departure
602,2,3,Empty
602,3,1,Empty
602,3,2,Empty
602,4,3,Empty
603,1,1,Empty
603,1,2,Empty
603,1,3,Empty
603,2,1,Empty
603,2,2,Empty
603,2,3,MovingPassengers
603,3,1,Empty
603,3,2,Empty
603,4,3,Empty
612,1,1,Empty
612,1,2,Empty
612,1,3,Empty
612,2,1,Empty
612,2,2,Empty
612,2,3,Empty
612,3,1,Empty
612,3,2,Empty
612,4,3,Empty
613,1,1,Empty
613,1,2,Empty
613,1,3,Empty
613,2,1,Empty
613,2,2,Empty
613,2,3,Empty
613,3,1,Empty
613,3,2,Empty
613,4,3,Empty
614,1,1,Empty
614,1,2,Empty
589,3,1,Empty
589,3,2,Departure
589,4,3,Empty
595,1,1,Empty
595,1,2,Empty
595,1,3,Empty
595,2,1,Empty
595,2,2,Empty
595,2,3,Empty
595,3,1,Empty
595,3,2,Empty
595,4,3,Empty
596,1,1,Empty
596,1,2,Empty
596,1,3,Empty
596,2,1,Empty
596,2,2,Empty
596,2,3,Empty
596,3,1,Empty
596,3,2,Empty
596,4,3,Empty
597,1,1,Empty
597,1,2,Empty
597,1,3,Empty
597,2,1,Empty
597,2,2,Empty
597,2,3,Empty
597,3,1,Empty
597,3,2,Empty
597,4,3,MovingPassengers
598,1,1,Empty
598,1,2,Empty
598,1,3,Empty
598,2,1,MovingPassengers
598,2,2,Empty
598,2,3,Empty
598,3,1,Empty
598,3,2,Empty
598,4,3,Departure
604,1,1,Empty
604,1,2,Empty
604,1,3,Empty
604,2,1,Empty
604,2,2,Empty
604,2,3,Departure
604,3,1,Empty
604,3,2,Empty
604,4,3,Empty
605,1,1,Empty
605,1,2,Empty
605,1,3,Empty
605,2,1,Empty
605,2,2,Empty
605,2,3,Empty
605,3,1,Empty
605,3,2,Empty
605,4,3,Empty
606,1,1,Empty
606,1,2,Empty
606,1,3,Empty
606,2,1,Empty
606,2,2,Empty
606,2,3,Empty
606,3,1,Empty
606,3,2,Empty
606,4,3,Empty
607,1,1,Empty
607,1,2,Empty
607,1,3,Empty
607,2,1,Empty
607,2,2,Empty
607,2,3,Empty
607,3,1,Empty
607,3,2,Empty
607,4,3,Empty
608,1,1,Empty
608,1,2,Empty
608,1,3,Empty
608,2,1,Empty
608,2,2,MovingPassengers
608,2,3,Empty
608,3,1,Empty
608,3,2,Empty
608,4,3,Empty
609,1,1,Empty
609,1,2,Empty
609,1,3,Empty
609,2,1,Empty
609,2,2,Departure
609,2,3,Empty
609,3,1,Empty
609,3,2,Empty
609,4,3,Empty
610,1,1,Empty
610,1,2,Empty
610,1,3,Empty
610,2,1,Empty
610,2,2,Empty
610,2,3,Empty
610,3,1,Empty
610,3,2,Empty
610,4,3,Empty
611,1,1,Empty
611,1,2,Empty
611,1,3,Empty
611,2,1,Empty
611,2,2,Empty
611,2,3,Empty
611,3,1,Empty
611,3,2,Empty
611,4,3,Empty
616,1,1,Empty
616,1,2,Empty
616,1,3,Empty
616,2,1,Empty
616,2,2,Empty
616,2,3,Empty
616,3,1,Empty
616,3,2,Empty
616,4,3,Empty
617,1,1,Empty
617,1,2,Empty
617,1,3,MovingPassengers
617,2,1,Empty
617,2,2,Empty
617,2,3,Empty
617,3,1,Empty
617,3,2,Empty
617,4,3,Empty
618,1,1,Empty
618,1,2,Empty
618,1,3,Departure
618,2,1,Empty
618,2,2,Empty
618,2,3,Empty
614,1,3,MovingPassengers
614,2,1,Empty
614,2,2,Empty
614,2,3,Empty
614,3,1,Empty
614,3,2,Empty
614,4,3,Empty
615,1,1,Empty
615,1,2,Empty
615,1,3,Departure
615,2,1,Empty
615,2,2,Empty
615,2,3,Empty
615,3,1,Empty
615,3,2,Empty
615,4,3,Empty
620,1,1,Empty
620,1,2,Empty
620,1,3,Empty
620,2,1,Empty
620,2,2,Empty
620,2,3,Empty
620,3,1,Empty
620,3,2,Empty
620,4,3,Empty
621,1,1,Empty
621,1,2,Empty
621,1,3,Empty
621,2,1,Empty
621,2,2,Empty
621,2,3,Empty
621,3,1,Empty
621,3,2,Empty
621,4,3,Empty
622,1,1,Empty
622,1,2,Empty
622,1,3,Empty
622,2,1,Empty
622,2,2,Empty
622,2,3,Empty
622,3,1,Empty
622,3,2,Empty
622,4,3,Empty
623,1,1,Empty
623,1,2,Empty
623,1,3,Empty
623,2,1,Empty
623,2,2,Empty
623,2,3,Empty
623,3,1,Empty
623,3,2,Empty
623,4,3,Empty
641,1,1,Empty
641,1,2,Empty
641,1,3,MovingPassengers
641,2,1,Empty
641,2,2,Empty
641,2,3,Empty
641,3,1,MovingPassengers
641,3,2,Empty
641,4,3,Empty
642,1,1,Empty
642,1,2,Empty
642,1,3,Departure
642,2,1,Empty
642,2,2,Empty
642,2,3,Empty
642,3,1,Departure
642,3,2,Empty
642,4,3,Empty
643,1,1,Empty
643,1,2,Empty
643,1,3,Empty
643,2,1,Empty
643,2,2,Empty
643,2,3,Empty
643,3,1,Empty
643,3,2,Empty
643,4,3,Empty
644,1,1,Empty
644,1,2,Empty
644,1,3,Empty
644,2,1,Empty
644,2,2,Empty
644,2,3,Empty
644,3,1,MovingPassengers
644,3,2,MovingPassengers
644,4,3,Empty
645,1,1,Empty
645,1,2,Empty
645,1,3,Empty
645,2,1,Empty
645,2,2,Empty
645,2,3,Empty
645,3,1,Departure
645,3,2,Departure
645,4,3,Empty
646,1,1,Empty
646,1,2,MovingPassengers
646,1,3,Empty
646,2,1,Empty
646,2,2,Empty
646,2,3,Empty
646,3,1,Empty
646,3,2,Empty
646,4,3,Empty
647,1,1,Empty
647,1,2,Departure
647,1,3,Empty
647,2,1,Empty
647,2,2,Empty
647,2,3,Empty
647,3,1,Empty
647,3,2,Empty
647,4,3,Empty
648,1,1,Empty
648,1,2,Empty
648,1,3,Empty
648,2,1,Empty
648,2,2,Empty
648,2,3,Empty
648,3,1,Empty
648,3,2,Empty
648,4,3,Empty
649,1,1,Empty
649,1,2,Empty
649,1,3,Empty
649,2,1,Empty
649,2,2,Empty
649,2,3,Empty
649,3,1,Empty
649,3,2,Empty
649,4,3,Empty
650,1,1,Empty
650,1,2,Empty
618,3,1,Empty
618,3,2,Empty
618,4,3,Empty
619,1,1,Empty
619,1,2,Empty
619,1,3,Empty
619,2,1,Empty
619,2,2,Empty
619,2,3,Empty
619,3,1,Empty
619,3,2,Empty
619,4,3,Empty
624,1,1,Empty
624,1,2,Empty
624,1,3,Empty
624,2,1,Empty
624,2,2,Empty
624,2,3,Empty
624,3,1,Empty
624,3,2,Empty
624,4,3,Empty
625,1,1,Empty
625,1,2,Empty
625,1,3,Empty
625,2,1,MovingPassengers
625,2,2,Empty
625,2,3,Empty
625,3,1,Empty
625,3,2,Empty
625,4,3,Empty
626,1,1,Empty
626,1,2,Empty
626,1,3,Empty
626,2,1,Departure
626,2,2,Empty
626,2,3,Empty
626,3,1,Empty
626,3,2,Empty
626,4,3,Empty
627,1,1,Empty
627,1,2,Empty
627,1,3,Empty
627,2,1,Empty
627,2,2,Empty
627,2,3,Empty
627,3,1,Empty
627,3,2,Empty
627,4,3,Empty
628,1,1,Empty
628,1,2,Empty
628,1,3,Empty
628,2,1,MovingPassengers
628,2,2,MovingPassengers
628,2,3,Empty
628,3,1,Empty
628,3,2,Empty
628,4,3,Empty
629,1,1,Empty
629,1,2,Empty
629,1,3,Empty
629,2,1,Departure
629,2,2,Departure
629,2,3,Empty
629,3,1,Empty
629,3,2,Empty
629,4,3,Empty
630,1,1,Empty
630,1,2,Empty
630,1,3,Empty
630,2,1,Empty
630,2,2,Empty
630,2,3,Empty
630,3,1,Empty
630,3,2,Empty
630,4,3,Empty
631,1,1,Empty
631,1,2,Empty
631,1,3,Empty
631,2,1,Empty
631,2,2,MovingPassengers
631,2,3,Empty
631,3,1,Empty
631,3,2,Empty
631,4,3,Empty
632,1,1,Empty
632,1,2,Empty
632,1,3,Empty
632,2,1,Empty
632,2,2,Departure
632,2,3,Empty
632,3,1,Empty
632,3,2,Empty
632,4,3,Empty
633,1,1,Empty
633,1,2,Empty
633,1,3,Empty
633,2,1,Empty
633,2,2,Empty
633,2,3,Empty
633,3,1,Empty
633,3,2,Empty
633,4,3,Empty
634,1,1,Empty
634,1,2,Empty
634,1,3,Empty
634,2,1,Empty
634,2,2,Empty
634,2,3,Empty
634,3,1,Empty
634,3,2,Empty
634,4,3,Empty
635,1,1,Empty
635,1,2,Empty
635,1,3,Empty
635,2,1,Empty
635,2,2,Empty
635,2,3,Empty
635,3,1,Empty
635,3,2,Empty
635,4,3,Empty
636,1,1,Empty
636,1,2,Empty
636,1,3,Empty
636,2,1,Empty
636,2,2,Empty
636,2,3,Empty
636,3,1,Empty
636,3,2,Empty
636,4,3,Empty
637,1,1,Empty
637,1,2,Empty
637,1,3,Empty
637,2,1,Empty
637,2,2,Empty
637,2,3,Empty
637,3,1,Empty
637,3,2,Empty
637,4,3,Empty
638,1,1,Empty
638,1,2,Empty
638,1,3,Empty
638,2,1,Empty
638,2,2,Empty
638,2,3,Empty
638,3,1,Empty
638,3,2,Empty
638,4,3,Empty
639,1,1,Empty
639,1,2,Empty
639,1,3,Empty
639,2,1,Empty
639,2,2,Empty
639,2,3,Empty
639,3,1,Empty
639,3,2,Empty
639,4,3,Empty
640,1,1,Empty
640,1,2,Empty
640,1,3,Empty
640,2,1,Empty
640,2,2,Empty
640,2,3,Empty
640,3,1,Empty
640,3,2,Empty
640,4,3,Empty
652,1,1,Empty
652,1,2,Empty
652,1,3,Empty
652,2,1,Empty
652,2,2,Empty
652,2,3,MovingPassengers
652,3,1,Empty
652,3,2,Empty
652,4,3,Empty
653,1,1,Empty
653,1,2,Empty
653,1,3,Empty
653,2,1,Empty
653,2,2,Empty
653,2,3,Departure
653,3,1,Empty
653,3,2,Empty
653,4,3,Empty
656,1,2,Empty
656,1,3,Empty
656,2,1,Empty
656,2,2,Empty
656,2,3,Departure
656,3,1,Empty
656,3,2,Empty
656,4,3,Empty
657,1,1,Empty
657,1,2,Empty
657,1,3,Empty
657,2,1,Empty
657,2,2,Empty
657,2,3,Empty
657,3,1,Empty
657,3,2,Empty
657,4,3,Empty
658,1,1,Empty
658,1,2,Empty
658,1,3,Empty
658,2,1,Empty
658,2,2,Empty
658,2,3,Empty
658,3,1,Empty
658,3,2,Empty
658,4,3,MovingPassengers
662,1,1,Empty
662,1,2,Empty
662,1,3,Empty
662,2,1,Empty
662,2,2,Empty
662,2,3,Empty
662,3,1,Empty
662,3,2,Empty
662,4,3,Departure
663,1,1,MovingPassengers
663,1,2,Empty
663,1,3,Empty
663,2,1,Empty
663,2,2,Empty
663,2,3,Empty
663,3,1,Empty
663,3,2,Empty
663,4,3,Empty
667,1,1,Departure
667,1,2,Departure
667,1,3,Empty
667,2,1,Empty
667,2,2,Empty
667,2,3,MovingPassengers
667,3,1,Empty
667,3,2,Empty
667,4,3,Empty
673,1,1,Empty
673,1,2,Empty
673,1,3,Empty
673,2,1,Empty
673,2,2,Empty
673,2,3,Empty
673,3,1,Empty
673,3,2,Empty
673,4,3,Empty
674,1,1,Empty
674,1,2,Empty
674,1,3,Empty
674,2,1,Empty
674,2,2,Empty
674,2,3,Empty
674,3,1,Empty
674,3,2,Empty
674,4,3,Empty
675,1,1,Empty
675,1,2,Empty
675,1,3,Empty
675,2,1,Empty
675,2,2,Empty
675,2,3,Empty
675,3,1,Empty
675,3,2,Empty
675,4,3,Empty
676,1,1,Empty
676,1,2,Empty
676,1,3,Empty
676,2,1,Empty
676,2,2,Empty
676,2,3,Empty
676,3,1,Empty
650,1,3,Empty
650,2,1,Empty
650,2,2,Empty
650,2,3,Empty
650,3,1,Empty
650,3,2,Empty
650,4,3,Empty
651,1,1,Empty
651,1,2,Empty
651,1,3,Empty
651,2,1,Empty
651,2,2,Empty
651,2,3,Empty
651,3,1,Empty
651,3,2,Empty
651,4,3,Empty
654,1,1,Empty
654,1,2,Empty
654,1,3,Empty
654,2,1,Empty
654,2,2,Empty
654,2,3,Empty
654,3,1,Empty
654,3,2,Empty
654,4,3,Empty
655,1,1,Empty
655,1,2,Empty
655,1,3,Empty
655,2,1,Empty
655,2,2,Empty
655,2,3,MovingPassengers
655,3,1,Empty
655,3,2,Empty
655,4,3,Empty
656,1,1,Empty
659,1,1,Empty
659,1,2,Empty
659,1,3,Empty
659,2,1,Empty
659,2,2,Empty
659,2,3,Empty
659,3,1,Empty
659,3,2,Empty
659,4,3,Departure
660,1,1,Empty
660,1,2,Empty
660,1,3,Empty
660,2,1,Empty
660,2,2,Empty
660,2,3,Empty
660,3,1,Empty
660,3,2,Empty
660,4,3,Empty
661,1,1,Empty
661,1,2,Empty
661,1,3,Empty
661,2,1,Empty
661,2,2,Empty
661,2,3,Empty
661,3,1,Empty
661,3,2,Empty
661,4,3,MovingPassengers
664,1,1,Departure
664,1,2,Empty
664,1,3,Empty
664,2,1,Empty
664,2,2,Empty
664,2,3,MovingPassengers
664,3,1,Empty
664,3,2,Empty
664,4,3,Empty
665,1,1,Empty
665,1,2,Empty
665,1,3,Empty
665,2,1,Empty
665,2,2,Empty
665,2,3,Departure
665,3,1,Empty
665,3,2,Empty
665,4,3,Empty
666,1,1,MovingPassengers
666,1,2,MovingPassengers
666,1,3,Empty
666,2,1,Empty
666,2,2,Empty
666,2,3,Empty
666,3,1,Empty
666,3,2,Empty
666,4,3,Empty
668,1,1,Empty
668,1,2,Empty
668,1,3,Empty
668,2,1,Empty
668,2,2,Empty
668,2,3,Departure
668,3,1,Empty
668,3,2,Empty
668,4,3,Empty
669,1,1,Empty
669,1,2,MovingPassengers
669,1,3,Empty
669,2,1,Empty
669,2,2,Empty
669,2,3,Empty
669,3,1,Empty
669,3,2,Empty
669,4,3,Empty
670,1,1,Empty
670,1,2,Departure
670,1,3,Empty
670,2,1,Empty
670,2,2,Empty
670,2,3,Empty
670,3,1,Empty
670,3,2,Empty
670,4,3,Empty
671,1,1,Empty
671,1,2,Empty
671,1,3,Empty
671,2,1,Empty
671,2,2,Empty
671,2,3,Empty
671,3,1,Empty
671,3,2,Empty
671,4,3,Empty
672,1,1,Empty
672,1,2,Empty
672,1,3,Empty
672,2,1,Empty
672,2,2,Empty
672,2,3,Empty
672,3,1,Empty
672,3,2,Empty
672,4,3,Empty
680,1,1,Empty
676,3,2,Empty
676,4,3,Empty
677,1,1,Empty
677,1,2,Empty
677,1,3,Empty
677,2,1,Empty
677,2,2,Empty
677,2,3,Empty
677,3,1,Empty
677,3,2,Empty
677,4,3,Empty
678,1,1,Empty
678,1,2,Empty
678,1,3,Empty
678,2,1,Empty
678,2,2,Empty
678,2,3,Empty
678,3,1,Empty
678,3,2,Empty
678,4,3,Empty
679,1,1,Empty
679,1,2,Empty
679,1,3,Empty
679,2,1,Empty
679,2,2,Empty
679,2,3,MovingPassengers
679,3,1,Empty
679,3,2,Empty
679,4,3,Empty
684,1,1,Empty
684,1,2,Empty
684,1,3,Empty
684,2,1,MovingPassengers
684,2,2,MovingPassengers
684,2,3,Empty
684,3,1,Empty
684,3,2,Empty
684,4,3,Empty
685,1,1,Empty
685,1,2,Empty
685,1,3,Empty
685,2,1,Departure
685,2,2,Departure
685,2,3,Empty
685,3,1,Empty
685,3,2,Empty
685,4,3,MovingPassengers
686,1,1,Empty
686,1,2,Empty
686,1,3,Empty
686,2,1,Empty
686,2,2,Empty
686,2,3,Empty
686,3,1,Empty
686,3,2,Empty
686,4,3,Departure
687,1,1,Empty
687,1,2,Empty
687,1,3,Empty
687,2,1,MovingPassengers
687,2,2,MovingPassengers
687,2,3,Empty
687,3,1,Empty
687,3,2,Empty
687,4,3,Empty
688,1,1,Empty
688,1,2,Empty
688,1,3,Empty
688,2,1,Departure
688,2,2,Departure
688,2,3,Empty
688,3,1,Empty
688,3,2,Empty
688,4,3,Empty
689,1,1,Empty
689,1,2,Empty
689,1,3,Empty
689,2,1,Empty
689,2,2,Empty
689,2,3,Empty
689,3,1,Empty
689,3,2,Empty
689,4,3,Empty
690,1,1,Empty
690,1,2,Empty
690,1,3,Empty
690,2,1,Empty
690,2,2,Empty
690,2,3,Empty
690,3,1,Empty
690,3,2,Empty
690,4,3,Empty
691,1,1,Empty
691,1,2,Empty
691,1,3,Empty
691,2,1,Empty
691,2,2,Empty
691,2,3,MovingPassengers
691,3,1,Empty
691,3,2,Empty
691,4,3,Empty
692,1,1,Empty
692,1,2,Empty
692,1,3,Empty
692,2,1,Empty
692,2,2,Empty
692,2,3,Departure
692,3,1,Empty
692,3,2,Empty
692,4,3,Empty
693,1,1,Empty
693,1,2,Empty
693,1,3,Empty
693,2,1,Empty
693,2,2,Empty
693,2,3,Empty
693,3,1,Empty
693,3,2,Empty
693,4,3,Empty
694,1,1,Empty
694,1,2,Empty
694,1,3,Empty
694,2,1,Empty
694,2,2,Empty
694,2,3,Empty
694,3,1,Empty
694,3,2,Empty
694,4,3,Empty
695,1,1,Empty
695,1,2,Empty
695,1,3,Empty
695,2,1,Empty
695,2,2,Empty
695,2,3,Empty
695,3,1,Empty
680,1,2,Empty
680,1,3,Empty
680,2,1,Empty
680,2,2,Empty
680,2,3,Departure
680,3,1,Empty
680,3,2,Empty
680,4,3,Empty
681,1,1,Empty
681,1,2,Empty
681,1,3,Empty
681,2,1,Empty
681,2,2,Empty
681,2,3,Empty
681,3,1,Empty
681,3,2,Empty
681,4,3,Empty
682,1,1,Empty
682,1,2,Empty
682,1,3,Empty
682,2,1,Empty
682,2,2,Empty
682,2,3,Empty
682,3,1,Empty
682,3,2,Empty
682,4,3,Empty
683,1,1,Empty
683,1,2,Empty
683,1,3,Empty
683,2,1,Empty
683,2,2,Empty
683,2,3,Empty
683,3,1,Empty
683,3,2,Empty
683,4,3,Empty
700,1,1,Empty
700,1,2,Empty
700,1,3,Empty
700,2,1,Empty
700,2,2,Empty
700,2,3,Empty
700,3,1,Empty
700,3,2,Empty
700,4,3,Empty
701,1,1,Empty
701,1,2,Empty
701,1,3,Empty
701,2,1,MovingPassengers
701,2,2,Empty
701,2,3,Empty
701,3,1,Empty
701,3,2,Empty
701,4,3,Empty
702,1,1,Empty
702,1,2,Empty
702,1,3,MovingPassengers
702,2,1,Departure
702,2,2,Empty
702,2,3,Empty
702,3,1,Empty
702,3,2,Empty
702,4,3,Empty
703,1,1,Empty
703,1,2,Empty
703,1,3,Departure
703,2,1,Empty
703,2,2,Empty
703,2,3,Empty
703,3,1,Empty
703,3,2,Empty
703,4,3,Empty
704,1,1,Empty
704,1,2,Empty
704,1,3,Empty
704,2,1,MovingPassengers
704,2,2,MovingPassengers
704,2,3,Empty
704,3,1,Empty
704,3,2,Empty
704,4,3,Empty
706,1,1,Empty
706,1,2,Empty
706,1,3,Departure
706,2,1,Empty
706,2,2,Empty
706,2,3,Empty
706,3,1,Empty
706,3,2,Empty
706,4,3,Empty
707,1,1,Empty
707,1,2,Empty
707,1,3,Empty
707,2,1,Empty
707,2,2,MovingPassengers
707,2,3,Empty
707,3,1,Empty
707,3,2,Empty
707,4,3,Empty
708,1,1,Empty
708,1,2,Empty
708,1,3,Empty
708,2,1,Empty
708,2,2,Departure
708,2,3,Empty
708,3,1,Empty
708,3,2,Empty
708,4,3,Empty
709,1,1,Empty
709,1,2,Empty
709,1,3,Empty
709,2,1,Empty
709,2,2,Empty
709,2,3,Empty
709,3,1,Empty
709,3,2,Empty
709,4,3,Empty
710,1,1,Empty
710,1,2,Empty
710,1,3,Empty
710,2,1,Empty
710,2,2,Empty
710,2,3,Empty
710,3,1,Empty
710,3,2,Empty
710,4,3,Empty
717,1,1,Empty
717,1,2,Empty
717,1,3,Empty
717,2,1,Empty
717,2,2,Empty
717,2,3,Empty
717,3,1,Empty
717,3,2,Empty
717,4,3,Empty
718,1,1,Empty
695,3,2,Empty
695,4,3,Empty
696,1,1,Empty
696,1,2,Empty
696,1,3,Empty
696,2,1,Empty
696,2,2,Empty
696,2,3,Empty
696,3,1,Empty
696,3,2,Empty
696,4,3,Empty
697,1,1,Empty
697,1,2,Empty
697,1,3,Empty
697,2,1,Empty
697,2,2,Empty
697,2,3,Empty
697,3,1,Empty
697,3,2,Empty
697,4,3,Empty
698,1,1,Empty
698,1,2,Empty
698,1,3,Empty
698,2,1,Empty
698,2,2,Empty
698,2,3,Empty
698,3,1,Empty
698,3,2,Empty
698,4,3,Empty
699,1,1,Empty
699,1,2,Empty
699,1,3,Empty
699,2,1,Empty
699,2,2,Empty
699,2,3,Empty
699,3,1,Empty
699,3,2,Empty
699,4,3,Empty
705,1,1,Empty
705,1,2,Empty
705,1,3,MovingPassengers
705,2,1,Departure
705,2,2,Departure
705,2,3,Empty
705,3,1,Empty
705,3,2,Empty
705,4,3,Empty
711,1,1,Empty
711,1,2,Empty
711,1,3,Empty
711,2,1,Empty
711,2,2,Empty
711,2,3,Empty
711,3,1,Empty
711,3,2,Empty
711,4,3,Empty
712,1,1,Empty
712,1,2,Empty
712,1,3,Empty
712,2,1,Empty
712,2,2,Empty
712,2,3,Empty
712,3,1,Empty
712,3,2,Empty
712,4,3,Empty
713,1,1,Empty
713,1,2,Empty
713,1,3,Empty
713,2,1,Empty
713,2,2,Empty
713,2,3,Empty
713,3,1,Empty
713,3,2,Empty
713,4,3,Empty
714,1,1,Empty
714,1,2,Empty
714,1,3,Empty
714,2,1,Empty
714,2,2,Empty
714,2,3,Empty
714,3,1,Empty
714,3,2,Empty
714,4,3,Empty
715,1,1,Empty
715,1,2,Empty
715,1,3,Empty
715,2,1,Empty
715,2,2,Empty
715,2,3,Empty
715,3,1,Empty
715,3,2,Empty
715,4,3,Empty
716,1,1,Empty
716,1,2,Empty
716,1,3,Empty
716,2,1,Empty
716,2,2,Empty
716,2,3,Empty
716,3,1,Empty
716,3,2,Empty
716,4,3,Empty
722,1,1,MovingPassengers
722,1,2,Empty
722,1,3,Empty
722,2,1,Empty
722,2,2,Empty
722,2,3,Empty
722,3,1,Empty
722,3,2,Empty
722,4,3,Empty
723,1,1,Departure
723,1,2,Empty
723,1,3,Empty
723,2,1,Empty
723,2,2,Empty
723,2,3,Empty
723,3,1,Empty
723,3,2,Empty
723,4,3,Empty
724,1,1,Empty
724,1,2,Empty
724,1,3,Empty
724,2,1,Empty
724,2,2,Empty
724,2,3,Empty
724,3,1,Empty
724,3,2,Empty
724,4,3,Empty
725,1,1,MovingPassengers
725,1,2,MovingPassengers
725,1,3,Empty
725,2,1,Empty
725,2,2,Empty
725,2,3,Empty
725,3,1,Empty
718,1,2,Empty
718,1,3,Empty
718,2,1,Empty
718,2,2,Empty
718,2,3,Empty
718,3,1,Empty
718,3,2,Empty
718,4,3,Empty
719,1,1,Empty
719,1,2,Empty
719,1,3,Empty
719,2,1,Empty
719,2,2,Empty
719,2,3,Empty
719,3,1,Empty
719,3,2,Empty
719,4,3,Empty
720,1,1,Empty
720,1,2,Empty
720,1,3,Empty
720,2,1,Empty
720,2,2,Empty
720,2,3,Empty
720,3,1,Empty
720,3,2,Empty
720,4,3,Empty
721,1,1,Empty
721,1,2,Empty
721,1,3,Empty
721,2,1,Empty
721,2,2,Empty
721,2,3,Empty
721,3,1,Empty
721,3,2,Empty
721,4,3,Empty
731,1,1,Empty
731,1,2,Empty
731,1,3,Empty
731,2,1,Empty
731,2,2,Empty
731,2,3,Empty
731,3,1,Empty
731,3,2,Empty
731,4,3,Empty
732,1,1,Empty
732,1,2,Empty
732,1,3,Empty
732,2,1,Empty
732,2,2,Empty
732,2,3,Empty
732,3,1,Empty
732,3,2,Empty
732,4,3,Empty
733,1,1,Empty
733,1,2,Empty
733,1,3,Empty
733,2,1,Empty
733,2,2,Empty
733,2,3,Empty
733,3,1,Empty
733,3,2,Empty
733,4,3,Empty
734,1,1,Empty
734,1,2,Empty
734,1,3,Empty
734,2,1,Empty
734,2,2,Empty
