segment_id,clock_tick,trains_present
24,541,[]
12,542,"[{'id': 203, 'position_km': 6.799}, {'id': 302, 'position_km': 2.999}, {'id': 303, 'position_km': 2.399}]"
32,542,[]
42,542,[]
21,542,"[{'id': 301, 'position_km': 5.199}, {'id': 101, 'position_km': 3.799}, {'id': 102, 'position_km': 3.199}, {'id': 201, 'position_km': 3.199}]"
23,542,"[{'id': 204, 'position_km': 1.899}, {'id': 103, 'position_km': 0.2}]"
24,542,[]
12,543,"[{'id': 203, 'position_km': 6.999}, {'id': 302, 'position_km': 3.199}, {'id': 303, 'position_km': 2.599}]"
32,543,[]
42,543,[]
21,543,"[{'id': 301, 'position_km': 5.399}, {'id': 101, 'position_km': 3.999}, {'id': 102, 'position_km': 3.399}, {'id': 201, 'position_km': 3.399}]"
23,543,"[{'id': 204, 'position_km': 1.999}, {'id': 103, 'position_km': 0.3}]"
24,543,[]
12,544,"[{'id': 203, 'position_km': 7.0}, {'id': 302, 'position_km': 3.399}, {'id': 303, 'position_km': 2.799}]"
32,544,[]
42,544,[]
21,544,"[{'id': 301, 'position_km': 5.599}, {'id': 101, 'position_km': 4.199}, {'id': 102, 'position_km': 3.599}, {'id': 201, 'position_km': 3.599}]"
23,544,"[{'id': 204, 'position_km': 2.099}, {'id': 103, 'position_km': 0.4}, {'id': 104, 'position_km': 0.1}, {'id': 202, 'position_km': 0.1}]"
24,544,[]
12,545,"[{'id': 302, 'position_km': 3.599}, {'id': 303, 'position_km': 2.999}]"
32,545,[]
42,545,[]
21,545,"[{'id': 301, 'position_km': 5.799}, {'id': 101, 'position_km': 4.399}, {'id': 102, 'position_km': 3.799}, {'id': 201, 'position_km': 3.799}]"
23,545,"[{'id': 204, 'position_km': 2.199}, {'id': 103, 'position_km': 0.5}, {'id': 104, 'position_km': 0.2}, {'id': 202, 'position_km': 0.2}]"
24,545,[]
12,546,"[{'id': 302, 'position_km': 3.799}, {'id': 303, 'position_km': 3.199}]"
32,546,[]
21,540,"[{'id': 301, 'position_km': 4.799}, {'id': 101, 'position_km': 3.399}, {'id': 102, 'position_km': 2.799}, {'id': 201, 'position_km': 2.799}]"
23,540,"[{'id': 204, 'position_km': 1.699}]"
24,540,[]
12,548,"[{'id': 302, 'position_km': 4.199}, {'id': 303, 'position_km': 3.599}]"
32,548,[]
42,548,[]
21,548,"[{'id': 301, 'position_km': 6.399}, {'id': 101, 'position_km': 4.999}, {'id': 102, 'position_km': 4.399}, {'id': 201, 'position_km': 4.399}]"
23,548,"[{'id': 204, 'position_km': 2.499}, {'id': 103, 'position_km': 0.799}, {'id': 104, 'position_km': 0.5}, {'id': 202, 'position_km': 0.5}, {'id': 203, 'position_km': 0.2}]"
24,548,[]
12,552,"[{'id': 302, 'position_km': 4.999}, {'id': 303, 'position_km': 4.399}]"
32,552,[]
42,552,[]
21,552,"[{'id': 301, 'position_km': 7.0}, {'id': 101, 'position_km': 5.799}, {'id': 102, 'position_km': 5.199}, {'id': 201, 'position_km': 5.199}]"
23,552,"[{'id': 204, 'position_km': 2.899}, {'id': 103, 'position_km': 1.199}, {'id': 104, 'position_km': 0.899}, {'id': 202, 'position_km': 0.899}, {'id': 203, 'position_km': 0.6}]"
24,552,[]
12,553,"[{'id': 302, 'position_km': 5.199}, {'id': 303, 'position_km': 4.599}]"
32,553,[]
42,553,[]
21,553,"[{'id': 101, 'position_km': 5.999}, {'id': 102, 'position_km': 5.399}, {'id': 201, 'position_km': 5.399}]"
23,553,"[{'id': 204, 'position_km': 2.999}, {'id': 103, 'position_km': 1.299}, {'id': 104, 'position_km': 0.999}, {'id': 202, 'position_km': 0.999}, {'id': 203, 'position_km': 0.7}]"
24,553,[]
12,554,"[{'id': 302, 'position_km': 5.399}, {'id': 303, 'position_km': 4.799}]"
32,554,[]
42,554,[]
21,554,"[{'id': 101, 'position_km': 6.199}, {'id': 102, 'position_km': 5.599}, {'id': 201, 'position_km': 5.599}]"
23,554,"[{'id': 204, 'position_km': 3.099}, {'id': 103, 'position_km': 1.399}, {'id': 104, 'position_km': 1.099}, {'id': 202, 'position_km': 1.099}, {'id': 203, 'position_km': 0.799}]"
24,554,[]
12,555,"[{'id': 302, 'position_km': 5.599}, {'id': 303, 'position_km': 4.999}, {'id': 301, 'position_km': 0.2}]"
32,555,[]
42,555,[]
21,555,"[{'id': 101, 'position_km': 6.399}, {'id': 102, 'position_km': 5.799}, {'id': 201, 'position_km': 5.799}]"
23,555,"[{'id': 204, 'position_km': 3.199}, {'id': 103, 'position_km': 1.499}, {'id': 104, 'position_km': 1.199}, {'id': 202, 'position_km': 1.199}, {'id': 203, 'position_km': 0.899}]"
24,555,[]
12,556,"[{'id': 302, 'position_km': 5.799}, {'id': 303, 'position_km': 5.199}, {'id': 301, 'position_km': 0.4}]"
32,556,[]
42,556,[]
21,556,"[{'id': 101, 'position_km': 6.599}, {'id': 102, 'position_km': 5.999}, {'id': 201, 'position_km': 5.999}]"
23,556,"[{'id': 204, 'position_km': 3.299}, {'id': 103, 'position_km': 1.599}, {'id': 104, 'position_km': 1.299}, {'id': 202, 'position_km': 1.299}, {'id': 203, 'position_km': 0.999}]"
24,556,[]
12,561,"[{'id': 302, 'position_km': 6.799}, {'id': 303, 'position_km': 6.199}, {'id': 301, 'position_km': 1.4}]"
32,561,[]
42,561,[]
21,561,"[{'id': 102, 'position_km': 6.999}, {'id': 201, 'position_km': 6.999}]"
23,561,"[{'id': 204, 'position_km': 3.799}, {'id': 103, 'position_km': 2.099}, {'id': 104, 'position_km': 1.799}, {'id': 202, 'position_km': 1.799}, {'id': 203, 'position_km': 1.499}]"
24,561,[]
12,562,"[{'id': 302, 'position_km': 6.999}, {'id': 303, 'position_km': 6.399}, {'id': 301, 'position_km': 1.599}, {'id': 101, 'position_km': 0.2}]"
32,562,[]
42,562,[]
21,562,"[{'id': 102, 'position_km': 7.0}, {'id': 201, 'position_km': 7.0}]"
23,562,"[{'id': 204, 'position_km': 3.899}, {'id': 103, 'position_km': 2.199}, {'id': 104, 'position_km': 1.899}, {'id': 202, 'position_km': 1.899}, {'id': 203, 'position_km': 1.599}]"
24,562,[]
12,765,"[{'id': 301, 'position_km': 6.999}]"
21,546,"[{'id': 301, 'position_km': 5.999}, {'id': 101, 'position_km': 4.599}, {'id': 102, 'position_km': 3.999}, {'id': 201, 'position_km': 3.999}]"
23,546,"[{'id': 204, 'position_km': 2.299}, {'id': 103, 'position_km': 0.6}, {'id': 104, 'position_km': 0.3}, {'id': 202, 'position_km': 0.3}]"
24,546,[]
12,547,"[{'id': 302, 'position_km': 3.999}, {'id': 303, 'position_km': 3.399}]"
32,547,[]
42,547,[]
21,547,"[{'id': 301, 'position_km': 6.199}, {'id': 101, 'position_km': 4.799}, {'id': 102, 'position_km': 4.199}, {'id': 201, 'position_km': 4.199}]"
23,547,"[{'id': 204, 'position_km': 2.399}, {'id': 103, 'position_km': 0.7}, {'id': 104, 'position_km': 0.4}, {'id': 202, 'position_km': 0.4}, {'id': 203, 'position_km': 0.1}]"
24,547,[]
12,549,"[{'id': 302, 'position_km': 4.399}, {'id': 303, 'position_km': 3.799}]"
32,549,[]
42,549,[]
21,549,"[{'id': 301, 'position_km': 6.599}, {'id': 101, 'position_km': 5.199}, {'id': 102, 'position_km': 4.599}, {'id': 201, 'position_km': 4.599}]"
23,549,"[{'id': 204, 'position_km': 2.599}, {'id': 103, 'position_km': 0.899}, {'id': 104, 'position_km': 0.6}, {'id': 202, 'position_km': 0.6}, {'id': 203, 'position_km': 0.3}]"
24,549,[]
12,550,"[{'id': 302, 'position_km': 4.599}, {'id': 303, 'position_km': 3.999}]"
32,550,[]
42,550,[]
21,550,"[{'id': 301, 'position_km': 6.799}, {'id': 101, 'position_km': 5.399}, {'id': 102, 'position_km': 4.799}, {'id': 201, 'position_km': 4.799}]"
23,550,"[{'id': 204, 'position_km': 2.699}, {'id': 103, 'position_km': 0.999}, {'id': 104, 'position_km': 0.7}, {'id': 202, 'position_km': 0.7}, {'id': 203, 'position_km': 0.4}]"
24,550,[]
12,551,"[{'id': 302, 'position_km': 4.799}, {'id': 303, 'position_km': 4.199}]"
32,551,[]
42,551,[]
21,551,"[{'id': 301, 'position_km': 6.999}, {'id': 101, 'position_km': 5.599}, {'id': 102, 'position_km': 4.999}, {'id': 201, 'position_km': 4.999}]"
23,551,"[{'id': 204, 'position_km': 2.799}, {'id': 103, 'position_km': 1.099}, {'id': 104, 'position_km': 0.799}, {'id': 202, 'position_km': 0.799}, {'id': 203, 'position_km': 0.5}]"
24,551,[]
12,557,"[{'id': 302, 'position_km': 5.999}, {'id': 303, 'position_km': 5.399}, {'id': 301, 'position_km': 0.6}]"
32,557,[]
42,557,[]
21,557,"[{'id': 101, 'position_km': 6.799}, {'id': 102, 'position_km': 6.199}, {'id': 201, 'position_km': 6.199}]"
23,557,"[{'id': 204, 'position_km': 3.399}, {'id': 103, 'position_km': 1.699}, {'id': 104, 'position_km': 1.399}, {'id': 202, 'position_km': 1.399}, {'id': 203, 'position_km': 1.099}]"
24,557,[]
12,558,"[{'id': 302, 'position_km': 6.199}, {'id': 303, 'position_km': 5.599}, {'id': 301, 'position_km': 0.8}]"
32,558,[]
42,558,[]
21,558,"[{'id': 101, 'position_km': 6.999}, {'id': 102, 'position_km': 6.399}, {'id': 201, 'position_km': 6.399}]"
23,558,"[{'id': 204, 'position_km': 3.499}, {'id': 103, 'position_km': 1.799}, {'id': 104, 'position_km': 1.499}, {'id': 202, 'position_km': 1.499}, {'id': 203, 'position_km': 1.199}]"
24,558,[]
12,559,"[{'id': 302, 'position_km': 6.399}, {'id': 303, 'position_km': 5.799}, {'id': 301, 'position_km': 1.0}]"
32,559,[]
42,559,[]
21,559,"[{'id': 101, 'position_km': 7.0}, {'id': 102, 'position_km': 6.599}, {'id': 201, 'position_km': 6.599}]"
23,559,"[{'id': 204, 'position_km': 3.599}, {'id': 103, 'position_km': 1.899}, {'id': 104, 'position_km': 1.599}, {'id': 202, 'position_km': 1.599}, {'id': 203, 'position_km': 1.299}]"
24,559,[]
12,560,"[{'id': 302, 'position_km': 6.599}, {'id': 303, 'position_km': 5.999}, {'id': 301, 'position_km': 1.2}]"
32,560,[]
42,560,[]
21,560,"[{'id': 102, 'position_km': 6.799}, {'id': 201, 'position_km': 6.799}]"
21,588,"[{'id': 302, 'position_km': 2.199}, {'id': 303, 'position_km': 1.599}]"
23,588,[]
23,560,"[{'id': 204, 'position_km': 3.699}, {'id': 103, 'position_km': 1.999}, {'id': 104, 'position_km': 1.699}, {'id': 202, 'position_km': 1.699}, {'id': 203, 'position_km': 1.399}]"
24,560,[]
12,570,"[{'id': 301, 'position_km': 3.199}, {'id': 101, 'position_km': 1.799}, {'id': 102, 'position_km': 1.2}, {'id': 201, 'position_km': 1.2}]"
32,570,"[{'id': 204, 'position_km': 0.4}]"
42,570,[]
21,570,[]
23,570,"[{'id': 103, 'position_km': 2.999}, {'id': 104, 'position_km': 2.699}, {'id': 202, 'position_km': 2.699}, {'id': 203, 'position_km': 2.399}]"
24,570,"[{'id': 303, 'position_km': 0.6}]"
12,580,"[{'id': 301, 'position_km': 5.199}, {'id': 101, 'position_km': 3.799}, {'id': 102, 'position_km': 3.199}, {'id': 201, 'position_km': 3.199}]"
32,580,"[{'id': 204, 'position_km': 1.399}]"
42,580,[]
21,580,"[{'id': 302, 'position_km': 0.6}]"
23,580,"[{'id': 103, 'position_km': 3.999}, {'id': 104, 'position_km': 3.699}, {'id': 202, 'position_km': 3.699}, {'id': 203, 'position_km': 3.399}]"
24,580,[]
12,581,"[{'id': 301, 'position_km': 5.399}, {'id': 101, 'position_km': 3.999}, {'id': 102, 'position_km': 3.399}, {'id': 201, 'position_km': 3.399}]"
32,581,"[{'id': 204, 'position_km': 1.499}]"
42,581,[]
21,581,"[{'id': 302, 'position_km': 0.8}, {'id': 303, 'position_km': 0.2}]"
23,581,"[{'id': 103, 'position_km': 4.0}, {'id': 104, 'position_km': 3.799}, {'id': 202, 'position_km': 3.799}, {'id': 203, 'position_km': 3.499}]"
24,581,[]
12,582,"[{'id': 301, 'position_km': 5.599}, {'id': 101, 'position_km': 4.199}, {'id': 102, 'position_km': 3.599}, {'id': 201, 'position_km': 3.599}]"
32,582,"[{'id': 204, 'position_km': 1.599}]"
42,582,[]
21,582,"[{'id': 302, 'position_km': 1.0}, {'id': 303, 'position_km': 0.4}]"
23,582,"[{'id': 104, 'position_km': 3.899}, {'id': 202, 'position_km': 3.899}, {'id': 203, 'position_km': 3.599}]"
24,582,[]
12,583,"[{'id': 301, 'position_km': 5.799}, {'id': 101, 'position_km': 4.399}, {'id': 102, 'position_km': 3.799}, {'id': 201, 'position_km': 3.799}]"
32,583,"[{'id': 204, 'position_km': 1.699}]"
42,583,[]
21,583,"[{'id': 302, 'position_km': 1.2}, {'id': 303, 'position_km': 0.6}]"
23,583,"[{'id': 104, 'position_km': 3.999}, {'id': 202, 'position_km': 3.999}, {'id': 203, 'position_km': 3.699}]"
24,583,[]
12,584,"[{'id': 301, 'position_km': 5.999}, {'id': 101, 'position_km': 4.599}, {'id': 102, 'position_km': 3.999}, {'id': 201, 'position_km': 3.999}]"
32,584,"[{'id': 204, 'position_km': 1.799}, {'id': 103, 'position_km': 0.1}]"
42,584,[]
21,584,"[{'id': 302, 'position_km': 1.4}, {'id': 303, 'position_km': 0.8}]"
23,584,"[{'id': 104, 'position_km': 4.0}, {'id': 202, 'position_km': 4.0}, {'id': 203, 'position_km': 3.799}]"
24,584,[]
12,585,"[{'id': 301, 'position_km': 6.199}, {'id': 101, 'position_km': 4.799}, {'id': 102, 'position_km': 4.199}, {'id': 201, 'position_km': 4.199}]"
32,585,"[{'id': 204, 'position_km': 1.899}, {'id': 103, 'position_km': 0.2}]"
42,585,[]
21,585,"[{'id': 302, 'position_km': 1.599}, {'id': 303, 'position_km': 1.0}]"
23,585,"[{'id': 203, 'position_km': 3.899}]"
24,585,[]
12,586,"[{'id': 301, 'position_km': 6.399}, {'id': 101, 'position_km': 4.999}, {'id': 102, 'position_km': 4.399}, {'id': 201, 'position_km': 4.399}]"
32,586,"[{'id': 204, 'position_km': 1.999}, {'id': 103, 'position_km': 0.3}]"
42,586,[]
21,586,"[{'id': 302, 'position_km': 1.799}, {'id': 303, 'position_km': 1.2}]"
23,586,"[{'id': 203, 'position_km': 3.999}]"
24,586,[]
12,593,"[{'id': 101, 'position_km': 6.399}, {'id': 102, 'position_km': 5.799}, {'id': 201, 'position_km': 5.799}]"
23,613,"[{'id': 101, 'position_km': 1.399}, {'id': 102, 'position_km': 1.099}, {'id': 201, 'position_km': 1.099}]"
12,563,"[{'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 6.599}, {'id': 301, 'position_km': 1.799}, {'id': 101, 'position_km': 0.4}]"
32,563,[]
42,563,[]
21,563,[]
23,563,"[{'id': 204, 'position_km': 3.999}, {'id': 103, 'position_km': 2.299}, {'id': 104, 'position_km': 1.999}, {'id': 202, 'position_km': 1.999}, {'id': 203, 'position_km': 1.699}]"
24,563,[]
12,564,"[{'id': 303, 'position_km': 6.799}, {'id': 301, 'position_km': 1.999}, {'id': 101, 'position_km': 0.6}]"
32,564,[]
42,564,[]
21,564,[]
23,564,"[{'id': 204, 'position_km': 4.0}, {'id': 103, 'position_km': 2.399}, {'id': 104, 'position_km': 2.099}, {'id': 202, 'position_km': 2.099}, {'id': 203, 'position_km': 1.799}]"
24,564,[]
12,565,"[{'id': 303, 'position_km': 6.999}, {'id': 301, 'position_km': 2.199}, {'id': 101, 'position_km': 0.8}, {'id': 102, 'position_km': 0.2}, {'id': 201, 'position_km': 0.2}]"
32,565,[]
42,565,[]
21,565,[]
23,565,"[{'id': 103, 'position_km': 2.499}, {'id': 104, 'position_km': 2.199}, {'id': 202, 'position_km': 2.199}, {'id': 203, 'position_km': 1.899}]"
24,565,[]
12,566,"[{'id': 303, 'position_km': 7.0}, {'id': 301, 'position_km': 2.399}, {'id': 101, 'position_km': 1.0}, {'id': 102, 'position_km': 0.4}, {'id': 201, 'position_km': 0.4}]"
32,566,[]
42,566,[]
21,566,[]
23,566,"[{'id': 103, 'position_km': 2.599}, {'id': 104, 'position_km': 2.299}, {'id': 202, 'position_km': 2.299}, {'id': 203, 'position_km': 1.999}]"
24,566,"[{'id': 302, 'position_km': 0.3}]"
12,567,"[{'id': 301, 'position_km': 2.599}, {'id': 101, 'position_km': 1.2}, {'id': 102, 'position_km': 0.6}, {'id': 201, 'position_km': 0.6}]"
32,567,"[{'id': 204, 'position_km': 0.1}]"
42,567,[]
21,567,[]
23,567,"[{'id': 103, 'position_km': 2.699}, {'id': 104, 'position_km': 2.399}, {'id': 202, 'position_km': 2.399}, {'id': 203, 'position_km': 2.099}]"
24,567,"[{'id': 302, 'position_km': 0.6}]"
12,568,"[{'id': 301, 'position_km': 2.799}, {'id': 101, 'position_km': 1.4}, {'id': 102, 'position_km': 0.8}, {'id': 201, 'position_km': 0.8}]"
32,568,"[{'id': 204, 'position_km': 0.2}]"
42,568,[]
21,568,[]
23,568,"[{'id': 103, 'position_km': 2.799}, {'id': 104, 'position_km': 2.499}, {'id': 202, 'position_km': 2.499}, {'id': 203, 'position_km': 2.199}]"
24,568,"[{'id': 302, 'position_km': 0.899}]"
12,569,"[{'id': 301, 'position_km': 2.999}, {'id': 101, 'position_km': 1.599}, {'id': 102, 'position_km': 1.0}, {'id': 201, 'position_km': 1.0}]"
32,569,"[{'id': 204, 'position_km': 0.3}]"
42,569,[]
21,569,[]
23,569,"[{'id': 103, 'position_km': 2.899}, {'id': 104, 'position_km': 2.599}, {'id': 202, 'position_km': 2.599}, {'id': 203, 'position_km': 2.299}]"
24,569,"[{'id': 302, 'position_km': 1.0}, {'id': 303, 'position_km': 0.3}]"
12,571,"[{'id': 301, 'position_km': 3.399}, {'id': 101, 'position_km': 1.999}, {'id': 102, 'position_km': 1.4}, {'id': 201, 'position_km': 1.4}]"
32,571,"[{'id': 204, 'position_km': 0.5}]"
42,571,[]
21,571,[]
23,571,"[{'id': 103, 'position_km': 3.099}, {'id': 104, 'position_km': 2.799}, {'id': 202, 'position_km': 2.799}, {'id': 203, 'position_km': 2.499}]"
24,571,"[{'id': 303, 'position_km': 0.899}]"
12,572,"[{'id': 301, 'position_km': 3.599}, {'id': 101, 'position_km': 2.199}, {'id': 102, 'position_km': 1.599}, {'id': 201, 'position_km': 1.599}]"
32,572,"[{'id': 204, 'position_km': 0.6}]"
42,572,"[{'id': 302, 'position_km': 0.3}]"
21,572,[]
23,572,"[{'id': 103, 'position_km': 3.199}, {'id': 104, 'position_km': 2.899}, {'id': 202, 'position_km': 2.899}, {'id': 203, 'position_km': 2.599}]"
24,572,"[{'id': 303, 'position_km': 1.0}]"
24,588,[]
24,613,[]
12,614,[]
12,573,"[{'id': 301, 'position_km': 3.799}, {'id': 101, 'position_km': 2.399}, {'id': 102, 'position_km': 1.799}, {'id': 201, 'position_km': 1.799}]"
32,573,"[{'id': 204, 'position_km': 0.7}]"
42,573,"[{'id': 302, 'position_km': 0.6}]"
21,573,[]
23,573,"[{'id': 103, 'position_km': 3.299}, {'id': 104, 'position_km': 2.999}, {'id': 202, 'position_km': 2.999}, {'id': 203, 'position_km': 2.699}]"
24,573,[]
12,574,"[{'id': 301, 'position_km': 3.999}, {'id': 101, 'position_km': 2.599}, {'id': 102, 'position_km': 1.999}, {'id': 201, 'position_km': 1.999}]"
32,574,"[{'id': 204, 'position_km': 0.799}]"
42,574,"[{'id': 302, 'position_km': 0.899}]"
21,574,[]
23,574,"[{'id': 103, 'position_km': 3.399}, {'id': 104, 'position_km': 3.099}, {'id': 202, 'position_km': 3.099}, {'id': 203, 'position_km': 2.799}]"
24,574,[]
12,575,"[{'id': 301, 'position_km': 4.199}, {'id': 101, 'position_km': 2.799}, {'id': 102, 'position_km': 2.199}, {'id': 201, 'position_km': 2.199}]"
32,575,"[{'id': 204, 'position_km': 0.899}]"
42,575,"[{'id': 302, 'position_km': 1.0}, {'id': 303, 'position_km': 0.3}]"
21,575,[]
23,575,"[{'id': 103, 'position_km': 3.499}, {'id': 104, 'position_km': 3.199}, {'id': 202, 'position_km': 3.199}, {'id': 203, 'position_km': 2.899}]"
24,575,[]
12,576,"[{'id': 301, 'position_km': 4.399}, {'id': 101, 'position_km': 2.999}, {'id': 102, 'position_km': 2.399}, {'id': 201, 'position_km': 2.399}]"
32,576,"[{'id': 204, 'position_km': 0.999}]"
42,576,"[{'id': 303, 'position_km': 0.6}]"
21,576,[]
23,576,"[{'id': 103, 'position_km': 3.599}, {'id': 104, 'position_km': 3.299}, {'id': 202, 'position_km': 3.299}, {'id': 203, 'position_km': 2.999}]"
24,576,[]
12,577,"[{'id': 301, 'position_km': 4.599}, {'id': 101, 'position_km': 3.199}, {'id': 102, 'position_km': 2.599}, {'id': 201, 'position_km': 2.599}]"
32,577,"[{'id': 204, 'position_km': 1.099}]"
42,577,"[{'id': 303, 'position_km': 0.899}]"
21,577,[]
23,577,"[{'id': 103, 'position_km': 3.699}, {'id': 104, 'position_km': 3.399}, {'id': 202, 'position_km': 3.399}, {'id': 203, 'position_km': 3.099}]"
24,577,[]
12,578,"[{'id': 301, 'position_km': 4.799}, {'id': 101, 'position_km': 3.399}, {'id': 102, 'position_km': 2.799}, {'id': 201, 'position_km': 2.799}]"
32,578,"[{'id': 204, 'position_km': 1.199}]"
42,578,"[{'id': 303, 'position_km': 1.0}]"
21,578,"[{'id': 302, 'position_km': 0.2}]"
23,578,"[{'id': 103, 'position_km': 3.799}, {'id': 104, 'position_km': 3.499}, {'id': 202, 'position_km': 3.499}, {'id': 203, 'position_km': 3.199}]"
24,578,[]
12,579,"[{'id': 301, 'position_km': 4.999}, {'id': 101, 'position_km': 3.599}, {'id': 102, 'position_km': 2.999}, {'id': 201, 'position_km': 2.999}]"
32,579,"[{'id': 204, 'position_km': 1.299}]"
42,579,[]
21,579,"[{'id': 302, 'position_km': 0.4}]"
23,579,"[{'id': 103, 'position_km': 3.899}, {'id': 104, 'position_km': 3.599}, {'id': 202, 'position_km': 3.599}, {'id': 203, 'position_km': 3.299}]"
24,579,[]
12,587,"[{'id': 301, 'position_km': 6.599}, {'id': 101, 'position_km': 5.199}, {'id': 102, 'position_km': 4.599}, {'id': 201, 'position_km': 4.599}]"
32,587,"[{'id': 204, 'position_km': 2.099}, {'id': 103, 'position_km': 0.4}, {'id': 104, 'position_km': 0.1}, {'id': 202, 'position_km': 0.1}]"
42,587,[]
21,587,"[{'id': 302, 'position_km': 1.999}, {'id': 303, 'position_km': 1.4}]"
23,587,"[{'id': 203, 'position_km': 4.0}]"
24,587,[]
12,588,"[{'id': 301, 'position_km': 6.799}, {'id': 101, 'position_km': 5.399}, {'id': 102, 'position_km': 4.799}, {'id': 201, 'position_km': 4.799}]"
32,588,"[{'id': 204, 'position_km': 2.199}, {'id': 103, 'position_km': 0.5}, {'id': 104, 'position_km': 0.2}, {'id': 202, 'position_km': 0.2}]"
42,588,[]
12,768,[]
24,1807,[]
12,589,"[{'id': 301, 'position_km': 6.999}, {'id': 101, 'position_km': 5.599}, {'id': 102, 'position_km': 4.999}, {'id': 201, 'position_km': 4.999}]"
32,589,"[{'id': 204, 'position_km': 2.299}, {'id': 103, 'position_km': 0.6}, {'id': 104, 'position_km': 0.3}, {'id': 202, 'position_km': 0.3}]"
42,589,[]
21,589,"[{'id': 302, 'position_km': 2.399}, {'id': 303, 'position_km': 1.799}]"
23,589,[]
24,589,[]
12,590,"[{'id': 301, 'position_km': 7.0}, {'id': 101, 'position_km': 5.799}, {'id': 102, 'position_km': 5.199}, {'id': 201, 'position_km': 5.199}]"
32,590,"[{'id': 204, 'position_km': 2.399}, {'id': 103, 'position_km': 0.7}, {'id': 104, 'position_km': 0.4}, {'id': 202, 'position_km': 0.4}, {'id': 203, 'position_km': 0.1}]"
42,590,[]
21,590,"[{'id': 302, 'position_km': 2.599}, {'id': 303, 'position_km': 1.999}]"
23,590,[]
24,590,[]
12,591,"[{'id': 101, 'position_km': 5.999}, {'id': 102, 'position_km': 5.399}, {'id': 201, 'position_km': 5.399}]"
32,591,"[{'id': 204, 'position_km': 2.499}, {'id': 103, 'position_km': 0.799}, {'id': 104, 'position_km': 0.5}, {'id': 202, 'position_km': 0.5}, {'id': 203, 'position_km': 0.2}]"
42,591,[]
21,591,"[{'id': 302, 'position_km': 2.799}, {'id': 303, 'position_km': 2.199}]"
23,591,[]
24,591,[]
12,592,"[{'id': 101, 'position_km': 6.199}, {'id': 102, 'position_km': 5.599}, {'id': 201, 'position_km': 5.599}]"
32,592,"[{'id': 204, 'position_km': 2.599}, {'id': 103, 'position_km': 0.899}, {'id': 104, 'position_km': 0.6}, {'id': 202, 'position_km': 0.6}, {'id': 203, 'position_km': 0.3}]"
42,592,[]
21,592,"[{'id': 302, 'position_km': 2.999}, {'id': 303, 'position_km': 2.399}]"
23,592,[]
24,592,[]
12,599,"[{'id': 102, 'position_km': 6.999}, {'id': 201, 'position_km': 6.999}]"
32,599,"[{'id': 204, 'position_km': 3.299}, {'id': 103, 'position_km': 1.599}, {'id': 104, 'position_km': 1.299}, {'id': 202, 'position_km': 1.299}, {'id': 203, 'position_km': 0.999}]"
42,599,"[{'id': 301, 'position_km': 0.3}]"
21,599,"[{'id': 302, 'position_km': 4.399}, {'id': 303, 'position_km': 3.799}]"
23,599,[]
24,599,[]
12,600,"[{'id': 102, 'position_km': 7.0}, {'id': 201, 'position_km': 7.0}]"
32,600,"[{'id': 204, 'position_km': 3.399}, {'id': 103, 'position_km': 1.699}, {'id': 104, 'position_km': 1.399}, {'id': 202, 'position_km': 1.399}, {'id': 203, 'position_km': 1.099}]"
42,600,"[{'id': 301, 'position_km': 0.6}]"
21,600,"[{'id': 302, 'position_km': 4.599}, {'id': 303, 'position_km': 3.999}]"
23,600,"[{'id': 101, 'position_km': 0.1}]"
24,600,[]
12,601,[]
32,601,"[{'id': 204, 'position_km': 3.499}, {'id': 103, 'position_km': 1.799}, {'id': 104, 'position_km': 1.499}, {'id': 202, 'position_km': 1.499}, {'id': 203, 'position_km': 1.199}]"
42,601,"[{'id': 301, 'position_km': 0.899}]"
21,601,"[{'id': 302, 'position_km': 4.799}, {'id': 303, 'position_km': 4.199}]"
23,601,"[{'id': 101, 'position_km': 0.2}]"
24,601,[]
12,602,[]
12,612,[]
32,612,"[{'id': 103, 'position_km': 2.899}, {'id': 104, 'position_km': 2.599}, {'id': 202, 'position_km': 2.599}, {'id': 203, 'position_km': 2.299}]"
42,612,[]
21,612,"[{'id': 302, 'position_km': 6.999}, {'id': 303, 'position_km': 6.399}, {'id': 301, 'position_km': 1.599}, {'id': 204, 'position_km': 0.6}]"
23,612,"[{'id': 101, 'position_km': 1.299}, {'id': 102, 'position_km': 0.999}, {'id': 201, 'position_km': 0.999}]"
24,612,[]
12,613,[]
32,613,"[{'id': 103, 'position_km': 2.999}, {'id': 104, 'position_km': 2.699}, {'id': 202, 'position_km': 2.699}, {'id': 203, 'position_km': 2.399}]"
42,613,[]
21,613,"[{'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 6.599}, {'id': 301, 'position_km': 1.799}, {'id': 204, 'position_km': 0.8}]"
32,593,"[{'id': 204, 'position_km': 2.699}, {'id': 103, 'position_km': 0.999}, {'id': 104, 'position_km': 0.7}, {'id': 202, 'position_km': 0.7}, {'id': 203, 'position_km': 0.4}]"
42,593,[]
21,593,"[{'id': 302, 'position_km': 3.199}, {'id': 303, 'position_km': 2.599}]"
23,593,[]
24,593,"[{'id': 301, 'position_km': 0.3}]"
12,594,"[{'id': 101, 'position_km': 6.599}, {'id': 102, 'position_km': 5.999}, {'id': 201, 'position_km': 5.999}]"
