clock_tick,train_id,station_id,segment_id,stops_seen_so_far,passenger_count
261,203,,23.0,"[3, 2, 1, 2]",2
262,302,1.0,,"[4, 2, 1]",0
262,104,3.0,,"[1, 2, 3]",0
262,202,3.0,,[3],0
262,101,,12.0,[1],10
262,102,,12.0,[1],10
262,201,,12.0,"[3, 2, 1]",0
262,204,,32.0,[3],15
262,103,,32.0,"[1, 2, 3]",5
262,303,,21.0,"[4, 2]",0
262,301,,21.0,"[4, 2]",0
262,203,,23.0,"[3, 2, 1, 2]",2
266,303,1.0,,"[4, 2, 1]",0
266,101,,12.0,[1],10
266,102,,12.0,[1],10
266,201,,12.0,"[3, 2, 1]",0
266,302,,12.0,"[4, 2, 1]",10
266,204,,32.0,[3],15
266,103,,32.0,"[1, 2, 3]",5
266,104,,32.0,"[1, 2, 3]",10
266,202,,32.0,[3],10
266,203,,32.0,[3],6
266,301,,21.0,"[4, 2]",0
271,101,,12.0,[1],10
271,102,,12.0,[1],10
271,201,,12.0,"[3, 2, 1]",0
271,302,,12.0,"[4, 2, 1]",10
271,303,,12.0,"[4, 2, 1]",2
271,204,,32.0,[3],15
271,103,,32.0,"[1, 2, 3]",5
271,104,,32.0,"[1, 2, 3]",10
271,202,,32.0,[3],10
271,203,,32.0,[3],6
271,301,,21.0,"[4, 2]",0
272,101,,12.0,[1],10
272,102,,12.0,[1],10
272,201,,12.0,"[3, 2, 1]",0
272,302,,12.0,"[4, 2, 1]",10
272,303,,12.0,"[4, 2, 1]",2
272,204,,32.0,[3],15
272,103,,32.0,"[1, 2, 3]",5
272,104,,32.0,"[1, 2, 3]",10
272,202,,32.0,[3],10
272,203,,32.0,[3],6
272,301,,21.0,"[4, 2]",0
273,101,,12.0,[1],10
273,102,,12.0,[1],10
273,201,,12.0,"[3, 2, 1]",0
273,302,,12.0,"[4, 2, 1]",10
273,303,,12.0,"[4, 2, 1]",2
273,204,,32.0,[3],15
273,103,,32.0,"[1, 2, 3]",5
273,104,,32.0,"[1, 2, 3]",10
273,202,,32.0,[3],10
273,203,,32.0,[3],6
273,301,,21.0,"[4, 2]",0
275,102,,12.0,[1],10
275,201,,12.0,"[3, 2, 1]",0
275,302,,12.0,"[4, 2, 1]",10
275,303,,12.0,"[4, 2, 1]",2
275,204,,32.0,[3],15
275,103,,32.0,"[1, 2, 3]",5
275,104,,32.0,"[1, 2, 3]",10
275,202,,32.0,[3],10
275,203,,32.0,[3],6
275,301,,21.0,"[4, 2]",0
276,102,,12.0,[1],10
276,201,,12.0,"[3, 2, 1]",0
276,302,,12.0,"[4, 2, 1]",10
276,303,,12.0,"[4, 2, 1]",2
276,204,,32.0,[3],15
276,103,,32.0,"[1, 2, 3]",5
276,104,,32.0,"[1, 2, 3]",10
276,202,,32.0,[3],10
276,203,,32.0,[3],6
276,301,,21.0,"[4, 2]",0
276,101,,23.0,"[1, 2]",10
263,301,,21.0,"[4, 2]",0
263,203,,23.0,"[3, 2, 1, 2]",2
264,203,3.0,,"[3, 2, 1, 2, 3]",2
264,101,,12.0,[1],10
264,102,,12.0,[1],10
264,201,,12.0,"[3, 2, 1]",0
264,302,,12.0,"[4, 2, 1]",10
264,204,,32.0,[3],15
264,103,,32.0,"[1, 2, 3]",5
264,104,,32.0,"[1, 2, 3]",10
264,202,,32.0,[3],10
264,303,,21.0,"[4, 2]",0
264,301,,21.0,"[4, 2]",0
265,303,1.0,,"[4, 2, 1]",0
265,203,3.0,,[3],0
265,101,,12.0,[1],10
265,102,,12.0,[1],10
265,201,,12.0,"[3, 2, 1]",0
265,302,,12.0,"[4, 2, 1]",10
265,204,,32.0,[3],15
265,103,,32.0,"[1, 2, 3]",5
265,104,,32.0,"[1, 2, 3]",10
265,202,,32.0,[3],10
265,301,,21.0,"[4, 2]",0
267,101,,12.0,[1],10
267,102,,12.0,[1],10
267,201,,12.0,"[3, 2, 1]",0
267,302,,12.0,"[4, 2, 1]",10
267,303,,12.0,"[4, 2, 1]",2
267,204,,32.0,[3],15
267,103,,32.0,"[1, 2, 3]",5
267,104,,32.0,"[1, 2, 3]",10
267,202,,32.0,[3],10
267,203,,32.0,[3],6
267,301,,21.0,"[4, 2]",0
268,101,,12.0,[1],10
268,102,,12.0,[1],10
268,201,,12.0,"[3, 2, 1]",0
268,302,,12.0,"[4, 2, 1]",10
268,303,,12.0,"[4, 2, 1]",2
268,204,,32.0,[3],15
268,103,,32.0,"[1, 2, 3]",5
268,104,,32.0,"[1, 2, 3]",10
268,202,,32.0,[3],10
268,203,,32.0,[3],6
268,301,,21.0,"[4, 2]",0
269,101,,12.0,[1],10
269,102,,12.0,[1],10
269,201,,12.0,"[3, 2, 1]",0
269,302,,12.0,"[4, 2, 1]",10
269,303,,12.0,"[4, 2, 1]",2
269,204,,32.0,[3],15
269,103,,32.0,"[1, 2, 3]",5
269,104,,32.0,"[1, 2, 3]",10
269,202,,32.0,[3],10
269,203,,32.0,[3],6
269,301,,21.0,"[4, 2]",0
270,101,,12.0,[1],10
270,102,,12.0,[1],10
270,201,,12.0,"[3, 2, 1]",0
270,302,,12.0,"[4, 2, 1]",10
270,303,,12.0,"[4, 2, 1]",2
270,204,,32.0,[3],15
270,103,,32.0,"[1, 2, 3]",5
270,104,,32.0,"[1, 2, 3]",10
270,202,,32.0,[3],10
270,203,,32.0,[3],6
270,301,,21.0,"[4, 2]",0
274,101,2.0,,"[1, 2]",10
274,102,,12.0,[1],10
274,201,,12.0,"[3, 2, 1]",0
274,302,,12.0,"[4, 2, 1]",10
274,303,,12.0,"[4, 2, 1]",2
274,204,,32.0,[3],15
274,103,,32.0,"[1, 2, 3]",5
274,104,,32.0,"[1, 2, 3]",10
274,202,,32.0,[3],10
274,203,,32.0,[3],6
274,301,,21.0,"[4, 2]",0
275,101,2.0,,"[1, 2]",10
282,302,,12.0,"[4, 2, 1]",10
282,303,,12.0,"[4, 2, 1]",2
282,204,,32.0,[3],15
282,103,,32.0,"[1, 2, 3]",5
282,104,,32.0,"[1, 2, 3]",10
282,202,,32.0,[3],10
282,203,,32.0,[3],6
282,301,,21.0,"[4, 2]",0
282,101,,23.0,"[1, 2]",10
282,102,,23.0,"[1, 2]",10
282,201,,23.0,"[3, 2, 1, 2]",10
283,302,,12.0,"[4, 2, 1]",10
283,303,,12.0,"[4, 2, 1]",2
277,102,2.0,,"[1, 2]",10
277,201,2.0,,"[3, 2, 1, 2]",0
277,302,,12.0,"[4, 2, 1]",10
277,303,,12.0,"[4, 2, 1]",2
277,204,,32.0,[3],15
277,103,,32.0,"[1, 2, 3]",5
277,104,,32.0,"[1, 2, 3]",10
277,202,,32.0,[3],10
277,203,,32.0,[3],6
277,301,,21.0,"[4, 2]",0
277,101,,23.0,"[1, 2]",10
278,102,2.0,,"[1, 2]",10
278,201,2.0,,"[3, 2, 1, 2]",0
278,302,,12.0,"[4, 2, 1]",10
278,303,,12.0,"[4, 2, 1]",2
278,204,,32.0,[3],15
278,103,,32.0,"[1, 2, 3]",5
278,104,,32.0,"[1, 2, 3]",10
278,202,,32.0,[3],10
278,203,,32.0,[3],6
278,301,,21.0,"[4, 2]",0
278,101,,23.0,"[1, 2]",10
279,302,,12.0,"[4, 2, 1]",10
279,303,,12.0,"[4, 2, 1]",2
279,204,,32.0,[3],15
279,103,,32.0,"[1, 2, 3]",5
279,104,,32.0,"[1, 2, 3]",10
279,202,,32.0,[3],10
279,203,,32.0,[3],6
279,301,,21.0,"[4, 2]",0
279,101,,23.0,"[1, 2]",10
279,102,,23.0,"[1, 2]",10
279,201,,23.0,"[3, 2, 1, 2]",10
280,302,,12.0,"[4, 2, 1]",10
280,303,,12.0,"[4, 2, 1]",2
280,204,,32.0,[3],15
280,103,,32.0,"[1, 2, 3]",5
280,104,,32.0,"[1, 2, 3]",10
280,202,,32.0,[3],10
280,203,,32.0,[3],6
280,301,,21.0,"[4, 2]",0
280,101,,23.0,"[1, 2]",10
280,102,,23.0,"[1, 2]",10
280,201,,23.0,"[3, 2, 1, 2]",10
281,302,,12.0,"[4, 2, 1]",10
281,303,,12.0,"[4, 2, 1]",2
281,204,,32.0,[3],15
281,103,,32.0,"[1, 2, 3]",5
281,104,,32.0,"[1, 2, 3]",10
281,202,,32.0,[3],10
281,203,,32.0,[3],6
281,301,,21.0,"[4, 2]",0
281,101,,23.0,"[1, 2]",10
281,102,,23.0,"[1, 2]",10
281,201,,23.0,"[3, 2, 1, 2]",10
286,302,,12.0,"[4, 2, 1]",10
286,303,,12.0,"[4, 2, 1]",2
286,103,,32.0,"[1, 2, 3]",5
286,104,,32.0,"[1, 2, 3]",10
286,202,,32.0,[3],10
286,203,,32.0,[3],6
286,301,,21.0,"[4, 2]",0
286,204,,21.0,"[3, 2]",0
286,101,,23.0,"[1, 2]",10
286,102,,23.0,"[1, 2]",10
286,201,,23.0,"[3, 2, 1, 2]",10
293,302,,12.0,"[4, 2, 1]",10
293,303,,12.0,"[4, 2, 1]",2
293,301,,12.0,"[4, 2, 1]",10
293,103,,32.0,"[1, 2, 3]",5
293,104,,32.0,"[1, 2, 3]",10
293,202,,32.0,[3],10
293,203,,32.0,[3],6
293,204,,21.0,"[3, 2]",0
293,101,,23.0,"[1, 2]",10
293,102,,23.0,"[1, 2]",10
293,201,,23.0,"[3, 2, 1, 2]",10
294,302,,12.0,"[4, 2, 1]",10
294,303,,12.0,"[4, 2, 1]",2
294,301,,12.0,"[4, 2, 1]",10
294,103,,32.0,"[1, 2, 3]",5
294,104,,32.0,"[1, 2, 3]",10
294,202,,32.0,[3],10
294,203,,32.0,[3],6
294,204,,21.0,"[3, 2]",0
294,101,,23.0,"[1, 2]",10
294,102,,23.0,"[1, 2]",10
294,201,,23.0,"[3, 2, 1, 2]",10
295,302,,12.0,"[4, 2, 1]",10
295,303,,12.0,"[4, 2, 1]",2
295,301,,12.0,"[4, 2, 1]",10
295,103,,32.0,"[1, 2, 3]",5
283,204,,32.0,[3],15
283,103,,32.0,"[1, 2, 3]",5
283,104,,32.0,"[1, 2, 3]",10
283,202,,32.0,[3],10
283,203,,32.0,[3],6
283,301,,21.0,"[4, 2]",0
283,101,,23.0,"[1, 2]",10
283,102,,23.0,"[1, 2]",10
283,201,,23.0,"[3, 2, 1, 2]",10
284,204,2.0,,"[3, 2]",15
284,302,,12.0,"[4, 2, 1]",10
284,303,,12.0,"[4, 2, 1]",2
284,103,,32.0,"[1, 2, 3]",5
284,104,,32.0,"[1, 2, 3]",10
284,202,,32.0,[3],10
284,203,,32.0,[3],6
284,301,,21.0,"[4, 2]",0
284,101,,23.0,"[1, 2]",10
284,102,,23.0,"[1, 2]",10
284,201,,23.0,"[3, 2, 1, 2]",10
285,204,2.0,,"[3, 2]",0
285,302,,12.0,"[4, 2, 1]",10
285,303,,12.0,"[4, 2, 1]",2
285,103,,32.0,"[1, 2, 3]",5
285,104,,32.0,"[1, 2, 3]",10
285,202,,32.0,[3],10
285,203,,32.0,[3],6
285,301,,21.0,"[4, 2]",0
285,101,,23.0,"[1, 2]",10
285,102,,23.0,"[1, 2]",10
285,201,,23.0,"[3, 2, 1, 2]",10
287,302,,12.0,"[4, 2, 1]",10
287,303,,12.0,"[4, 2, 1]",2
287,103,,32.0,"[1, 2, 3]",5
287,104,,32.0,"[1, 2, 3]",10
287,202,,32.0,[3],10
287,203,,32.0,[3],6
287,301,,21.0,"[4, 2]",0
287,204,,21.0,"[3, 2]",0
287,101,,23.0,"[1, 2]",10
287,102,,23.0,"[1, 2]",10
287,201,,23.0,"[3, 2, 1, 2]",10
288,302,,12.0,"[4, 2, 1]",10
288,303,,12.0,"[4, 2, 1]",2
288,103,,32.0,"[1, 2, 3]",5
288,104,,32.0,"[1, 2, 3]",10
288,202,,32.0,[3],10
288,203,,32.0,[3],6
288,301,,21.0,"[4, 2]",0
288,204,,21.0,"[3, 2]",0
288,101,,23.0,"[1, 2]",10
288,102,,23.0,"[1, 2]",10
288,201,,23.0,"[3, 2, 1, 2]",10
289,301,1.0,,"[4, 2, 1]",0
289,302,,12.0,"[4, 2, 1]",10
289,303,,12.0,"[4, 2, 1]",2
289,103,,32.0,"[1, 2, 3]",5
289,104,,32.0,"[1, 2, 3]",10
289,202,,32.0,[3],10
289,203,,32.0,[3],6
289,204,,21.0,"[3, 2]",0
289,101,,23.0,"[1, 2]",10
289,102,,23.0,"[1, 2]",10
289,201,,23.0,"[3, 2, 1, 2]",10
290,301,1.0,,"[4, 2, 1]",0
290,302,,12.0,"[4, 2, 1]",10
290,303,,12.0,"[4, 2, 1]",2
290,103,,32.0,"[1, 2, 3]",5
290,104,,32.0,"[1, 2, 3]",10
290,202,,32.0,[3],10
290,203,,32.0,[3],6
290,204,,21.0,"[3, 2]",0
290,101,,23.0,"[1, 2]",10
290,102,,23.0,"[1, 2]",10
290,201,,23.0,"[3, 2, 1, 2]",10
291,302,,12.0,"[4, 2, 1]",10
291,303,,12.0,"[4, 2, 1]",2
291,301,,12.0,"[4, 2, 1]",10
291,103,,32.0,"[1, 2, 3]",5
291,104,,32.0,"[1, 2, 3]",10
291,202,,32.0,[3],10
291,203,,32.0,[3],6
291,204,,21.0,"[3, 2]",0
291,101,,23.0,"[1, 2]",10
291,102,,23.0,"[1, 2]",10
291,201,,23.0,"[3, 2, 1, 2]",10
292,302,,12.0,"[4, 2, 1]",10
292,303,,12.0,"[4, 2, 1]",2
292,301,,12.0,"[4, 2, 1]",10
292,103,,32.0,"[1, 2, 3]",5
292,104,,32.0,"[1, 2, 3]",10
292,202,,32.0,[3],10
292,203,,32.0,[3],6
292,204,,21.0,"[3, 2]",0
292,101,,23.0,"[1, 2]",10
292,102,,23.0,"[1, 2]",10
292,201,,23.0,"[3, 2, 1, 2]",10
301,103,2.0,,"[1, 2, 3, 2]",5
301,302,2.0,,"[4, 2, 1, 2]",0
301,303,,12.0,"[4, 2, 1]",2
301,301,,12.0,"[4, 2, 1]",10
301,104,,32.0,"[1, 2, 3]",10
301,202,,32.0,[3],10
301,203,,32.0,[3],6
301,204,,21.0,"[3, 2]",0
301,101,,23.0,"[1, 2]",10
301,102,,23.0,"[1, 2]",10
301,201,,23.0,"[3, 2, 1, 2]",10
302,103,2.0,,"[1, 2, 3, 2]",0
302,303,,12.0,"[4, 2, 1]",2
302,301,,12.0,"[4, 2, 1]",10
302,104,,32.0,"[1, 2, 3]",10
302,202,,32.0,[3],10
302,203,,32.0,[3],6
302,204,,21.0,"[3, 2]",0
302,101,,23.0,"[1, 2]",10
302,102,,23.0,"[1, 2]",10
302,201,,23.0,"[3, 2, 1, 2]",10
302,302,,24.0,"[4, 2, 1, 2]",15
303,303,2.0,,"[4, 2, 1, 2]",2
303,301,,12.0,"[4, 2, 1]",10
303,104,,32.0,"[1, 2, 3]",10
303,202,,32.0,[3],10
303,203,,32.0,[3],6
303,204,,21.0,"[3, 2]",0
303,103,,21.0,"[1, 2, 3, 2]",0
303,101,,23.0,"[1, 2]",10
303,102,,23.0,"[1, 2]",10
303,201,,23.0,"[3, 2, 1, 2]",10
303,302,,24.0,"[4, 2, 1, 2]",15
304,104,2.0,,"[1, 2, 3, 2]",10
304,202,2.0,,"[3, 2]",10
304,303,2.0,,"[4, 2, 1, 2]",0
304,301,,12.0,"[4, 2, 1]",10
304,203,,32.0,[3],6
304,204,,21.0,"[3, 2]",0
304,103,,21.0,"[1, 2, 3, 2]",0
304,101,,23.0,"[1, 2]",10
304,102,,23.0,"[1, 2]",10
304,201,,23.0,"[3, 2, 1, 2]",10
304,302,,24.0,"[4, 2, 1, 2]",15
305,104,2.0,,"[1, 2, 3, 2]",0
305,202,2.0,,"[3, 2]",0
305,301,,12.0,"[4, 2, 1]",10
305,203,,32.0,[3],6
305,204,,21.0,"[3, 2]",0
305,103,,21.0,"[1, 2, 3, 2]",0
305,101,,23.0,"[1, 2]",10
305,102,,23.0,"[1, 2]",10
305,201,,23.0,"[3, 2, 1, 2]",10
305,302,,24.0,"[4, 2, 1, 2]",15
305,303,,24.0,"[4, 2, 1, 2]",5
306,302,4.0,,"[4, 2, 1, 2, 4]",15
306,301,,12.0,"[4, 2, 1]",10
306,203,,32.0,[3],6
306,204,,21.0,"[3, 2]",0
306,103,,21.0,"[1, 2, 3, 2]",0
306,104,,21.0,"[1, 2, 3, 2]",0
306,202,,21.0,"[3, 2]",0
306,101,,23.0,"[1, 2]",10
306,102,,23.0,"[1, 2]",10
306,201,,23.0,"[3, 2, 1, 2]",10
306,303,,24.0,"[4, 2, 1, 2]",5
307,203,2.0,,"[3, 2]",6
307,302,4.0,,[4],0
307,301,,12.0,"[4, 2, 1]",10
307,204,,21.0,"[3, 2]",0
307,103,,21.0,"[1, 2, 3, 2]",0
307,104,,21.0,"[1, 2, 3, 2]",0
307,202,,21.0,"[3, 2]",0
307,101,,23.0,"[1, 2]",10
307,102,,23.0,"[1, 2]",10
307,201,,23.0,"[3, 2, 1, 2]",10
307,303,,24.0,"[4, 2, 1, 2]",5
308,203,2.0,,"[3, 2]",0
308,301,,12.0,"[4, 2, 1]",10
308,302,,42.0,[4],0
308,204,,21.0,"[3, 2]",0
308,103,,21.0,"[1, 2, 3, 2]",0
308,104,,21.0,"[1, 2, 3, 2]",0
308,202,,21.0,"[3, 2]",0
308,101,,23.0,"[1, 2]",10
308,102,,23.0,"[1, 2]",10
308,201,,23.0,"[3, 2, 1, 2]",10
295,104,,32.0,"[1, 2, 3]",10
295,202,,32.0,[3],10
295,203,,32.0,[3],6
295,204,,21.0,"[3, 2]",0
295,101,,23.0,"[1, 2]",10
295,102,,23.0,"[1, 2]",10
295,201,,23.0,"[3, 2, 1, 2]",10
296,302,,12.0,"[4, 2, 1]",10
296,303,,12.0,"[4, 2, 1]",2
296,301,,12.0,"[4, 2, 1]",10
296,103,,32.0,"[1, 2, 3]",5
296,104,,32.0,"[1, 2, 3]",10
296,202,,32.0,[3],10
296,203,,32.0,[3],6
296,204,,21.0,"[3, 2]",0
296,101,,23.0,"[1, 2]",10
296,102,,23.0,"[1, 2]",10
296,201,,23.0,"[3, 2, 1, 2]",10
297,302,,12.0,"[4, 2, 1]",10
297,303,,12.0,"[4, 2, 1]",2
297,301,,12.0,"[4, 2, 1]",10
297,103,,32.0,"[1, 2, 3]",5
297,104,,32.0,"[1, 2, 3]",10
297,202,,32.0,[3],10
297,203,,32.0,[3],6
297,204,,21.0,"[3, 2]",0
297,101,,23.0,"[1, 2]",10
297,102,,23.0,"[1, 2]",10
297,201,,23.0,"[3, 2, 1, 2]",10
298,302,,12.0,"[4, 2, 1]",10
298,303,,12.0,"[4, 2, 1]",2
298,301,,12.0,"[4, 2, 1]",10
298,103,,32.0,"[1, 2, 3]",5
298,104,,32.0,"[1, 2, 3]",10
298,202,,32.0,[3],10
298,203,,32.0,[3],6
298,204,,21.0,"[3, 2]",0
298,101,,23.0,"[1, 2]",10
298,102,,23.0,"[1, 2]",10
298,201,,23.0,"[3, 2, 1, 2]",10
299,302,,12.0,"[4, 2, 1]",10
299,303,,12.0,"[4, 2, 1]",2
299,301,,12.0,"[4, 2, 1]",10
299,103,,32.0,"[1, 2, 3]",5
299,104,,32.0,"[1, 2, 3]",10
299,202,,32.0,[3],10
299,203,,32.0,[3],6
299,204,,21.0,"[3, 2]",0
299,101,,23.0,"[1, 2]",10
299,102,,23.0,"[1, 2]",10
299,201,,23.0,"[3, 2, 1, 2]",10
300,302,2.0,,"[4, 2, 1, 2]",10
300,303,,12.0,"[4, 2, 1]",2
300,301,,12.0,"[4, 2, 1]",10
300,103,,32.0,"[1, 2, 3]",5
300,104,,32.0,"[1, 2, 3]",10
300,202,,32.0,[3],10
300,203,,32.0,[3],6
300,204,,21.0,"[3, 2]",0
300,101,,23.0,"[1, 2]",10
300,102,,23.0,"[1, 2]",10
300,201,,23.0,"[3, 2, 1, 2]",10
311,301,,12.0,"[4, 2, 1]",10
311,302,,42.0,[4],0
311,303,,42.0,[4],0
311,204,,21.0,"[3, 2]",0
311,103,,21.0,"[1, 2, 3, 2]",0
311,104,,21.0,"[1, 2, 3, 2]",0
311,202,,21.0,"[3, 2]",0
311,203,,21.0,"[3, 2]",0
311,101,,23.0,"[1, 2]",10
311,102,,23.0,"[1, 2]",10
311,201,,23.0,"[3, 2, 1, 2]",10
312,302,2.0,,"[4, 2]",0
312,301,,12.0,"[4, 2, 1]",10
312,303,,42.0,[4],0
312,204,,21.0,"[3, 2]",0
312,103,,21.0,"[1, 2, 3, 2]",0
312,104,,21.0,"[1, 2, 3, 2]",0
312,202,,21.0,"[3, 2]",0
312,203,,21.0,"[3, 2]",0
312,101,,23.0,"[1, 2]",10
312,102,,23.0,"[1, 2]",10
312,201,,23.0,"[3, 2, 1, 2]",10
318,301,,12.0,"[4, 2, 1]",10
318,204,,21.0,"[3, 2]",0
318,103,,21.0,"[1, 2, 3, 2]",0
318,104,,21.0,"[1, 2, 3, 2]",0
318,202,,21.0,"[3, 2]",0
318,203,,21.0,"[3, 2]",0
318,302,,21.0,"[4, 2]",0
318,303,,21.0,"[4, 2]",0
318,102,,23.0,"[1, 2]",10
308,303,,24.0,"[4, 2, 1, 2]",5
309,303,4.0,,"[4, 2, 1, 2, 4]",5
309,301,,12.0,"[4, 2, 1]",10
309,302,,42.0,[4],0
309,204,,21.0,"[3, 2]",0
309,103,,21.0,"[1, 2, 3, 2]",0
309,104,,21.0,"[1, 2, 3, 2]",0
309,202,,21.0,"[3, 2]",0
309,203,,21.0,"[3, 2]",0
309,101,,23.0,"[1, 2]",10
309,102,,23.0,"[1, 2]",10
309,201,,23.0,"[3, 2, 1, 2]",10
310,303,4.0,,[4],0
310,301,,12.0,"[4, 2, 1]",10
310,302,,42.0,[4],0
310,204,,21.0,"[3, 2]",0
310,103,,21.0,"[1, 2, 3, 2]",0
310,104,,21.0,"[1, 2, 3, 2]",0
310,202,,21.0,"[3, 2]",0
310,203,,21.0,"[3, 2]",0
310,101,,23.0,"[1, 2]",10
310,102,,23.0,"[1, 2]",10
310,201,,23.0,"[3, 2, 1, 2]",10
313,302,2.0,,"[4, 2]",0
313,301,,12.0,"[4, 2, 1]",10
313,303,,42.0,[4],0
313,204,,21.0,"[3, 2]",0
313,103,,21.0,"[1, 2, 3, 2]",0
313,104,,21.0,"[1, 2, 3, 2]",0
313,202,,21.0,"[3, 2]",0
313,203,,21.0,"[3, 2]",0
313,101,,23.0,"[1, 2]",10
313,102,,23.0,"[1, 2]",10
313,201,,23.0,"[3, 2, 1, 2]",10
314,301,,12.0,"[4, 2, 1]",10
314,303,,42.0,[4],0
314,204,,21.0,"[3, 2]",0
314,103,,21.0,"[1, 2, 3, 2]",0
314,104,,21.0,"[1, 2, 3, 2]",0
314,202,,21.0,"[3, 2]",0
314,203,,21.0,"[3, 2]",0
314,302,,21.0,"[4, 2]",0
314,101,,23.0,"[1, 2]",10
314,102,,23.0,"[1, 2]",10
314,201,,23.0,"[3, 2, 1, 2]",10
315,303,2.0,,"[4, 2]",0
315,301,,12.0,"[4, 2, 1]",10
315,204,,21.0,"[3, 2]",0
315,103,,21.0,"[1, 2, 3, 2]",0
315,104,,21.0,"[1, 2, 3, 2]",0
315,202,,21.0,"[3, 2]",0
315,203,,21.0,"[3, 2]",0
315,302,,21.0,"[4, 2]",0
315,101,,23.0,"[1, 2]",10
315,102,,23.0,"[1, 2]",10
315,201,,23.0,"[3, 2, 1, 2]",10
316,303,2.0,,"[4, 2]",0
316,301,,12.0,"[4, 2, 1]",10
316,204,,21.0,"[3, 2]",0
316,103,,21.0,"[1, 2, 3, 2]",0
316,104,,21.0,"[1, 2, 3, 2]",0
316,202,,21.0,"[3, 2]",0
316,203,,21.0,"[3, 2]",0
316,302,,21.0,"[4, 2]",0
316,101,,23.0,"[1, 2]",10
316,102,,23.0,"[1, 2]",10
316,201,,23.0,"[3, 2, 1, 2]",10
317,101,3.0,,"[1, 2, 3]",10
317,301,,12.0,"[4, 2, 1]",10
317,204,,21.0,"[3, 2]",0
317,103,,21.0,"[1, 2, 3, 2]",0
317,104,,21.0,"[1, 2, 3, 2]",0
317,202,,21.0,"[3, 2]",0
317,203,,21.0,"[3, 2]",0
317,302,,21.0,"[4, 2]",0
317,303,,21.0,"[4, 2]",0
317,102,,23.0,"[1, 2]",10
317,201,,23.0,"[3, 2, 1, 2]",10
318,101,3.0,,"[1, 2, 3]",0
322,204,1.0,,"[3, 2, 1]",0
322,301,,12.0,"[4, 2, 1]",10
322,101,,32.0,"[1, 2, 3]",10
322,102,,32.0,"[1, 2, 3]",10
322,201,,32.0,[3],3
322,103,,21.0,"[1, 2, 3, 2]",0
322,104,,21.0,"[1, 2, 3, 2]",0
322,202,,21.0,"[3, 2]",0
322,203,,21.0,"[3, 2]",0
322,302,,21.0,"[4, 2]",0
322,303,,21.0,"[4, 2]",0
323,204,1.0,,"[3, 2, 1]",0
323,301,,12.0,"[4, 2, 1]",10
323,101,,32.0,"[1, 2, 3]",10
318,201,,23.0,"[3, 2, 1, 2]",10
319,301,,12.0,"[4, 2, 1]",10
319,101,,32.0,"[1, 2, 3]",10
319,204,,21.0,"[3, 2]",0
319,103,,21.0,"[1, 2, 3, 2]",0
319,104,,21.0,"[1, 2, 3, 2]",0
319,202,,21.0,"[3, 2]",0
319,203,,21.0,"[3, 2]",0
319,302,,21.0,"[4, 2]",0
319,303,,21.0,"[4, 2]",0
319,102,,23.0,"[1, 2]",10
319,201,,23.0,"[3, 2, 1, 2]",10
320,102,3.0,,"[1, 2, 3]",10
320,201,3.0,,"[3, 2, 1, 2, 3]",10
320,301,,12.0,"[4, 2, 1]",10
320,101,,32.0,"[1, 2, 3]",10
320,204,,21.0,"[3, 2]",0
320,103,,21.0,"[1, 2, 3, 2]",0
320,104,,21.0,"[1, 2, 3, 2]",0
320,202,,21.0,"[3, 2]",0
320,203,,21.0,"[3, 2]",0
320,302,,21.0,"[4, 2]",0
320,303,,21.0,"[4, 2]",0
321,102,3.0,,"[1, 2, 3]",0
321,201,3.0,,[3],0
321,301,,12.0,"[4, 2, 1]",10
321,101,,32.0,"[1, 2, 3]",10
321,204,,21.0,"[3, 2]",0
321,103,,21.0,"[1, 2, 3, 2]",0
321,104,,21.0,"[1, 2, 3, 2]",0
321,202,,21.0,"[3, 2]",0
321,203,,21.0,"[3, 2]",0
321,302,,21.0,"[4, 2]",0
321,303,,21.0,"[4, 2]",0
327,301,2.0,,"[4, 2, 1, 2]",10
327,204,,12.0,"[3, 2, 1]",14
327,101,,32.0,"[1, 2, 3]",10
327,102,,32.0,"[1, 2, 3]",10
327,201,,32.0,[3],3
327,103,,21.0,"[1, 2, 3, 2]",0
327,104,,21.0,"[1, 2, 3, 2]",0
327,202,,21.0,"[3, 2]",0
327,203,,21.0,"[3, 2]",0
327,302,,21.0,"[4, 2]",0
327,303,,21.0,"[4, 2]",0
328,301,2.0,,"[4, 2, 1, 2]",0
328,204,,12.0,"[3, 2, 1]",14
328,101,,32.0,"[1, 2, 3]",10
328,102,,32.0,"[1, 2, 3]",10
328,201,,32.0,[3],3
328,103,,21.0,"[1, 2, 3, 2]",0
328,104,,21.0,"[1, 2, 3, 2]",0
328,202,,21.0,"[3, 2]",0
328,203,,21.0,"[3, 2]",0
328,302,,21.0,"[4, 2]",0
328,303,,21.0,"[4, 2]",0
339,103,1.0,,"[1, 2, 3, 2, 1]",0
339,301,2.0,,"[4, 2]",0
339,204,,12.0,"[3, 2, 1]",14
339,101,,32.0,"[1, 2, 3]",10
339,102,,32.0,"[1, 2, 3]",10
339,201,,32.0,[3],3
339,104,,21.0,"[1, 2, 3, 2]",0
339,202,,21.0,"[3, 2]",0
339,203,,21.0,"[3, 2]",0
339,302,,21.0,"[4, 2]",0
339,303,,21.0,"[4, 2]",0
340,103,1.0,,[1],0
342,104,1.0,,"[1, 2, 3, 2, 1]",0
